SUNK_ID,SUNK_MONTH_NAME,SUNK_DAY_OF_MONTH,SUNK_YEAR,SUNK_MONTH_NUMBER,SUNK_MONTH_YEAR,SUNK_DAY_OF_WEEK_NUMBER,SUNK_DATE_OF_WEEK_NAME,SUNK_DATE,SUNK_NAME_OF_VESSEL,SUNK_TYPE_VESSEL,SUNK_STANDARD_TONNAGE,SUNK_LOCATION,AGENT_NATION,AGENT_TYPES,SUNK_TYPE,SUNK_VESSEL_TYPE,AGENT_GENERAL_TYPE,SUNK_LOCATION_LAT,SUNK_LOCATION_LONG,SUNK_DISTANCE_FROM_TOKYO,SUNK_FULL_LAT,SUNK_FULL_LONG,lat_side,long_side
114,March,11,1942,3,1942-03-01,1,Sunday,1942-03-11,FUKUSHU MARU,Cargo,"1,454","30-53N, 126-20E",United States,Submarine,Sunk,Maritime,Submarine,30.53,126.2,1379.587196,30-53N,126-20E,1,1
115,April,11,1942,4,1942-04-01,1,Sunday,1942-04-11,TAIJUN MARU,Cargo,"1,274","6-49S, 147-02E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-6.49,147.02,4752.436857,6-49S,147-02E,-1,1
116,September,11,1942,9,1942-09-01,1,Sunday,1942-09-11,KANTO MARU,Aircraft Ferry,"8,606","3-16S, 118-29E",United States,Submarine,Sunk,Maritime,Submarine,-3.16,118.29,4860.012926,3-16S,118-29E,-1,1
117,October,11,1942,10,1942-10-01,1,Sunday,1942-10-11,NICHIEI MARU,Cargo,"2,012","35-00N, 125-00E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,35,125,1333.343157,35-00N,125-00E,1,1
118,November,11,1942,11,1942-11-01,1,Sunday,1942-11-11,KOBE MARU,Transport,"7,938","31-27N, 124-13E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,31.27,124.13,1522.443472,31-27N,124-13E,1,1
119,November,11,1942,11,1942-11-01,1,Sunday,1942-11-11,TENZAN MARU,Cargo,"3,142","31-27N, 124-13E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,31.27,124.13,1522.443472,31-27N,124-13E,1,1
120,November,11,1942,11,1942-11-01,1,Sunday,1942-11-11,HOKOKU MARU,Converted Light Cruiser,"10,439","20-00S, 93-00E",Great Britain Netherlands,Surface Craft Surface Craft,Sunk,Maritime,Surface Craft,-20,93,7905.516133,20-00S,93-00E,-1,1
121,November,11,1942,11,1942-11-01,1,Sunday,1942-11-11,VENICE MARU,Passenger-Cargo,"6,571","35-36N, 123-44E",United States,Submarine,Sunk,Maritime,Submarine,35.36,123.44,1469.361635,35-36N,123-44E,1,1
122,October,12,1942,10,1942-10-01,1,Sunday,1942-10-12,MURAKUMO,Destroyer,"1,950","8-40S, 158-20E",United States,Navy Land- Based Aircraft Marine Land- Based Aircraft,Sunk,Naval,Combination,-8.4,158.2,5272.307578,8-40S,158-20E,-1,1
123,December,12,1942,12,1942-12-01,1,Sunday,1942-12-12,TERUTSUKI,Destroyer,"2,450","7-50S, 157-30E",United States,Surface Craft,Sunk,Naval,Surface Craft,-7.5,157.3,5144.172759,7-50S,157-30E,-1,1
124,May,12,1942,5,1942-05-01,1,Sunday,1942-05-12,SHOEI MARU,Converted Salvage Vessel,"5,644","4-51S, 152-54E",United States,Submarine,Sunk,Maritime,Submarine,-4.51,152.54,4666.625451,4-51S,152-54E,-1,1
125,June,12,1942,6,1942-06-01,1,Sunday,1942-06-12,BURMA MARU,Cargo,"4,584","10-08N, 102-34E",United States,Submarine,Sunk,Maritime,Submarine,10.08,102.34,4720.99526,10-08N,102-34E,1,1
126,July,12,1942,7,1942-07-01,1,Sunday,1942-07-12,HIYAMA MARU,Cargo,"6,171","13-48N, 109-33E",United States,Submarine,Sunk,Maritime,Submarine,13.48,109.33,3910.18411,13-48N,109-33E,1,1
127,August,12,1942,8,1942-08-01,1,Sunday,1942-08-12,UNKNOWN MARU,Cargo,"4,000","33-02N, 136-00E",United States,Submarine,Sunk,Maritime,Submarine,33.02,136,450.3572761,33-02N,136-00E,1,1
128,September,12,1942,9,1942-09-01,1,Sunday,1942-09-12,NIYO MARU,Cargo,"1,350","20-15N, 92-35E",Great Britain,Aircraft,Sunk,Maritime,Aircraft,20.15,92.35,4907.986243,20-15N,92-35E,1,1
129,December,12,1942,12,1942-12-01,1,Sunday,1942-12-12,GYOKUZAN MARU,Cargo,"1,970","40-19N, 142-27E",United States,Submarine*,Sunk,Maritime,Submarine,40.19,142.27,549.0802016,40-19N,142-27E,1,1
130,November,13,1942,11,1942-11-01,1,Sunday,1942-11-13,AKATSUKI,Destroyer,"1,950","9-10S, 159-45E",United States,Surface Craft,Sunk,Naval,Surface Craft,-9.1,159.45,5394.210978,9-10S,159-45E,-1,1
131,November,13,1942,11,1942-11-01,1,Sunday,1942-11-13,YUDACHI,Destroyer,"1,580","9-10S, 149-45E",United States,Surface Craft,Sunk,Naval,Surface Craft,-9.1,149.45,5084.530156,9-10S,149-45E,-1,1
132,November,13,1942,11,1942-11-01,1,Sunday,1942-11-13,HIYEI,Battleship,"31,000","9-00S, 159-00E",United States,Army Aircraft Navy Carrier- Based Aircraft Navy Land- Based Aircraft Marine Land- Based Aircraft Surface Craft,Sunk,Naval,Combination,-9,159,5365.900618,9-00S,159-00E,-1,1
133,March,13,1942,3,1942-03-01,1,Sunday,1942-03-13,CHICHIBU MARU,Cargo,"1,520","33-53N, 139-29E",United States,Submarine,Sunk,Maritime,Submarine,33.53,139.29,242.9537427,33-53N,139-29E,1,1
134,April,13,1942,4,1942-04-01,1,Sunday,1942-04-13,RYUJIN MARU,Cargo,"6,243","31-51N, 132-50E",United States,Submarine,Sunk,Maritime,Submarine,31.51,132.5,811.6886059,31-51N,132-50E,1,1
135,May,13,1942,5,1942-05-01,1,Sunday,1942-05-13,SHONAN MARU,Cargo,"5,264","34-39N, 139-10E",United States,Submarine,Sunk,Maritime,Submarine,34.39,139.1,154.2094301,34-39N,139-10E,1,1
136,May,13,1942,5,1942-05-01,1,Sunday,1942-05-13,NAGASAKI MARU,Transport,"5,268","33-00N, 129-40E",Japan,Mine,Sunk,Maritime,Mine,33,129.4,990.3481445,33-00N,129-40E,1,1
137,July,13,1942,7,1942-07-01,1,Sunday,1942-07-13,MIKAGE MARU NO 3,Cargo,"3,111","33-00N, 133-00E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,33,133,682.9405582,33-00N,133-00E,1,1
138,July,13,1942,7,1942-07-01,1,Sunday,1942-07-13,SHINYO MARU,Passenger-Cargo,"4,163","13-04N, 109-39E",United States,Submarine,Sunk,Maritime,Submarine,13.04,109.39,3940.03954,13-04N,109-39E,1,1
139,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,KINUGASA,Heavy Cruiser,"8,800","8-45S, 157-10E",United States,Navy Carrier- Based Aircraft Navy Land- Based Aircraft Marine Land- Based Aircraft,Sunk,Naval,Combination,-8.45,157.1,5236.271344,8-45S,157-10E,-1,1
140,February,14,1942,2,1942-02-01,1,Sunday,1942-02-14,INABASAN MARU,Cargo,989,"1-25S, 105-00E",United States Great Britain Netherlands,Army Aircraft Aircraft Aircraft,Sunk,Maritime,Aircraft,-1.25,105,5458.085899,1-25S,105-00E,-1,1
141,June,14,1942,6,1942-06-01,1,Sunday,1942-06-14,TAIZAN MARU,Cargo,"3,930","35-00N, 125-00E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,35,125,1333.343157,35-00N,125-00E,1,1
142,August,14,1942,8,1942-08-01,1,Sunday,1942-08-14,HACHIGEN MARU,Passenger-Cargo,"3,113","5-07N, 119-37E",United States,Submarine,Sunk,Maritime,Submarine,5.07,119.37,3989.978775,5-07N,119-37E,1,1
143,October,14,1942,10,1942-10-01,1,Sunday,1942-10-14,TEISON MARU,Transport,"7,007","25-22N, 121-15E",United States,Submarine,Sunk,Maritime,Submarine,25.22,121.15,2118.591764,25-22N,121-15E,1,1
144,October,14,1942,10,1942-10-01,1,Sunday,1942-10-14,SUMIYOSHI MARU,Cargo,"1,921","3-20S, 150-03E",United States,Submarine,Sunk,Maritime,Submarine,-3.2,150.03,4456.320887,3-20S,150-03E,-1,1
145,October,14,1942,10,1942-10-01,1,Sunday,1942-10-14,SHUNKO MARU,Cargo,"6,781","5-35N, 144-25E",United States,Submarine,Sunk,Maritime,Submarine,5.35,144.25,3405.796871,5-35N,144-25E,1,1
146,October,14,1942,10,1942-10-01,1,Sunday,1942-10-14,TAKUSEI MARU,Cargo,"3,515","39-33N, 142-15E",United States,Submarine,Sunk,Maritime,Submarine,39.33,142.15,459.1923223,39-33N,142-15E,1,1
147,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,SHINANOGAWA MARU,Cargo,"7,503","8-30S, 158-45E",United States,Army Aircraft Navy Carrier-Based Aircraft Marine Land-Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
148,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,NAKO MARU,Cargo,"7,145","8-30S, 158-45E",United States,Army Aircraft Navy Carrier-Based Aircraft Marine Land-Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
149,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,NAGARA MARU,Passenger-Cargo,"7,148","8-30S, 158-45E",United States,Army Aircraft Navy Carrier-Based Aircraft Marine Land-Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
150,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,SADO MARU,Cargo,"7,180","8-30S, 158-45E",United States,Army Aircraft Navy Carrier-Based Aircraft Marine Land-Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
151,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,CANBERRA MARU,Cargo,"6,477","8-30S, 158-45E",United States,Army Aircraft Navy Carrier-Based Aircraft Marine Land-Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
152,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,BRISBANE MARU,Cargo,"5,425","8-30S, 158-45E",United States,Army Aircraft Navy Carrier-Based Aircraft Marine Land-Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
153,November,14,1942,11,1942-11-01,1,Sunday,1942-11-14,ARIZONA MARU,Cargo,"9,684","8-30S, 158-45E",United States,Army Aircraft Navy Carrier- Based Aircraft Marine Land- Based Aircraft,Sunk,Maritime,Combination,-8.3,158.45,5271.597062,8-30S,158-45E,-1,1
154,July,15,1942,7,1942-07-01,1,Sunday,1942-07-15,SUBMARINE CHASER NO 25,Submarine Chaser,300,"52-02N, 177-42E",United States,Submarine,Sunk,Naval,Submarine,52.02,177.42,3471.914653,52-02N,177-42E,1,1
155,July,15,1942,7,1942-07-01,1,Sunday,1942-07-15,SUBMARINE CHASER NO 27,Submarine Chaser,300,"52-02N, 177-42E",United States,Submarine,Sunk,Naval,Submarine,52.02,177.42,3471.914653,52-02N,177-42E,1,1
156,November,15,1942,11,1942-11-01,1,Sunday,1942-11-15,KIRISHIMA,Battleship,"31,000","9-10S, 159-55E",United States,Surface Craft,Sunk,Naval,Surface Craft,-9.1,159.55,5398.244269,9-10S,159-55E,-1,1
157,November,15,1942,11,1942-11-01,1,Sunday,1942-11-15,AYANAMI,Destroyer,"1,950","9-00S, 159-45E",United States,Surface Craft,Sunk,Naval,Surface Craft,-9,159.45,5383.866624,9-00S,159-45E,-1,1
158,May,15,1942,5,1942-05-01,1,Sunday,1942-05-15,TOYOHARA MARU,Cargo,805,"33-34N, 125-09E",United States,Submarine,Sunk,Maritime,Submarine,33.34,125.09,1361.598258,33-34N,125-09E,1,1
159,June,15,1942,6,1942-06-01,1,Sunday,1942-06-15,NAMPO MARU,Converted Gunboat,"1,206","14-20N, 120-20E",United States,Submarine,Sunk,Maritime,Submarine,14.2,120.2,3080.488723,14-20N,120-20E,1,1
160,October,15,1942,10,1942-10-01,1,Sunday,1942-10-15,KYUSHU MARU,Passenger-Cargo,"8,666","9-25S, 159-55E",United States,Army Aircraft Navy Land- Based Aircraft Marine Land- Based Aircraft,Sunk,Maritime,Combination,-9.25,159.55,5413.754768,9-25S,159-55E,-1,1
161,October,15,1942,10,1942-10-01,1,Sunday,1942-10-15,SASAKO,Passenger-Cargo,"9,258","9-25S, 159-55E",United States,Navy Land- Based Aircraft Marine Land- Based Aircraft,Sunk,Maritime,Combination,-9.25,159.55,5413.754768,9-25S,159-55E,-1,1
162,October,15,1942,10,1942-10-01,1,Sunday,1942-10-15,AZUMASAN,Passenger-Cargo,"7,623","9-25S, 159-55E",United States,Army AircraftNavy Carrier- Based Aircraft Navy Land- Based AircraftMarine Land- Based Aircraft,Sunk,Maritime,Combination,-9.25,159.55,5413.754768,9-25S,159-55E,-1,1
163,November,15,1942,11,1942-11-01,1,Sunday,1942-11-15,YAMAZUKI MARU,Cargo,"6,439","9-20S, 159-50E",United States,Navy Land- Based Aircraft Marine Land- Based Aircraft,Sunk,Maritime,Combination,-9.2,159.5,5406.568673,9-20S,159-50E,-1,1
164,November,15,1942,11,1942-11-01,1,Sunday,1942-11-15,YAMAURA MARU,Cargo,"6,798","9-20S, 159-50E",United States,Army Aircraft Navy Land- Based Aircraft Marine Carrier- Based Aircraft Surface Craft,Sunk,Maritime,Combination,-9.2,159.5,5406.568673,9-20S,159-50E,-1,1
165,November,15,1942,11,1942-11-01,1,Sunday,1942-11-15,KINUGAWA MARU,Cargo,"6,937","9-20S, 159-50E",United States,Army Aircraft Navy Land- Based Aircraft Marine Land- Based Aircraft Surface Craft,Sunk,Maritime,Combination,-9.2,159.5,5406.568673,9-20S,159-50E,-1,1
166,November,15,1942,11,1942-11-01,1,Sunday,1942-11-15,HIROKAWA MARU,Cargo,"6,872","9-20S, 159-50E",United States,Army Aircraft Navy Land- Based Aircraft Marine Land- Based Aircraft Surface Craft,Sunk,Maritime,Combination,-9.2,159.5,5406.568673,9-20S,159-50E,-1,1
167,October,16,1942,10,1942-10-01,1,Sunday,1942-10-16,OBORO,Destroyer,"1,950","52-17N, 178-08E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,52.17,178.08,3519.868593,52-17N,178-08E,1,1
168,December,16,1942,12,1942-12-01,1,Sunday,1942-12-16,I 15,Submarine,"2,212","9-10S, 159-30E",United States,Navy Land- Based Aircraft,Sunk,Naval,Aircraft,-9.1,159.3,5388.193501,9-10S,159-30E,-1,1
169,July,16,1942,7,1942-07-01,1,Sunday,1942-07-16,HAKODATE MARU,Cargo,"5,302","12-55N, 109-29E",United States,Submarine,Sunk,Maritime,Submarine,12.55,109.29,3986.357276,12-55N,109-29E,1,1
170,November,16,1942,11,1942-11-01,1,Sunday,1942-11-16,BOSTON MARU,Transport,"5,477","6-18N, 135-20E",United States,Submarine,Sunk,Maritime,Submarine,6.18,135.2,3313.270346,6-18N,135-20E,1,1
171,December,16,1942,12,1942-12-01,1,Sunday,1942-12-16,GENZAN MARU,Passenger-Cargo,"5,708","41-10N, 141-32E",United States,Submarine*,Sunk,Maritime,Submarine,41.1,141.32,618.0731413,41-10N,141-32E,1,1
172,December,16,1942,12,1942-12-01,1,Sunday,1942-12-16,SHINGO MARU,Cargo,"4,740","41-10N, 141-32E",United States,Submarine,Sunk,Maritime,Submarine,41.1,141.32,618.0731413,41-10N,141-32E,1,1
173,May,17,1942,5,1942-05-01,1,Sunday,1942-05-17,I 28,Submarine,"2,212","6-30N, 152-00E",United States,Submarine,Sunk,Naval,Submarine,6.3,152,3501.434562,6-30N,152-00E,1,1
174,May,17,1942,5,1942-05-01,1,Sunday,1942-05-17,I 164,Submarine,"1,625","29-25N, 134-09E",United States,Submarine,Sunk,Naval,Submarine,29.25,134.09,887.7355095,29-25N,134-09E,1,1
175,February,17,1942,2,1942-02-01,1,Sunday,1942-02-17,SHINYO MARU NO 5,Cargo,"1,498","32-14N, 127-14E",United States,Submarine,Sunk,Maritime,Submarine,32.14,127.14,1222.4043,32-14N,127-14E,1,1
176,March,17,1942,3,1942-03-01,1,Sunday,1942-03-17,YUBARI MARU,Cargo,"4,109","3-05S, 114-21E",Netherlands,Aircraft*,Sunk,Maritime,Aircraft,-3.05,114.21,5057.582342,3-05S,114-21E,-1,1
177,March,17,1942,3,1942-03-01,1,Sunday,1942-03-17,ISHIKARI MARU,Cargo,"3,291","27-05N, 142-05E",United States,Submarine,Sunk,Maritime,Submarine,27.05,142.05,986.4020359,27-05N,142-05E,1,1
178,April,17,1942,4,1942-04-01,1,Sunday,1942-04-17,UNKNOWN MARU,Cargo,"4,000","10-53N, 121-35E",United States,Submarine,Sunk,Maritime,Submarine,10.53,121.35,3354.410411,10-53N,121-35E,1,1
179,May,17,1942,5,1942-05-01,1,Sunday,1942-05-17,UNKNOWN MARU,Cargo,"4,000","33-28N, 135-33E",United States,Submarine,Sunk,Maritime,Submarine,33.28,135.33,481.0660558,33-28N,135-33E,1,1
180,May,17,1942,5,1942-05-01,1,Sunday,1942-05-17,TAZAN MARU,Passenger-Cargo,"5,478","6-22N, 108-36E",United States,Submarine,Sunk,Maritime,Submarine,6.22,108.36,4576.69685,6-22N,108-36E,1,1
181,October,17,1942,10,1942-10-01,1,Sunday,1942-10-17,HOLLAND MARU,Cargo,"5,869","32-21N, 132-04E",United States,Submarine,Sunk,Maritime,Submarine,32.21,132.04,804.3973312,32-21N,132-04E,1,1
182,November,17,1942,11,1942-11-01,1,Sunday,1942-11-17,OREGON MARU,Converted Salvage Vessel,"5,873","14-46N, 119-44E",United States,Submarine,Sunk,Maritime,Submarine,14.46,119.44,3105.618051,14-46N,119-44E,1,1
183,December,17,1942,12,1942-12-01,1,Sunday,1942-12-17,BANDOENG MARU,Passenger-Cargo,"4,003","4-54S, 154-17E",United States,Submarine,Sunk,Maritime,Submarine,-4.54,154.17,4721.417398,4-54S,154-17E,-1,1
184,December,18,1942,12,1942-12-01,1,Sunday,1942-12-18,TENRYU,Light Cruiser,"3,300","5-11S, 145-57E",United States,Submarine,Sunk,Naval,Submarine,-5.11,145.57,4578.093121,5-11S,145-57E,-1,1
185,April,18,1942,4,1942-04-01,1,Sunday,1942-04-18,KOMAKI MARU,Transport,"8,525","4-12S, 152-10E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-4.12,152.1,4611.813669,4-12S,152-10E,-1,1
186,June,18,1942,6,1942-06-01,1,Sunday,1942-06-18,TAIRYU MARU,Cargo,"2,209","34-33N, 125-53E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,34.33,125.53,1297.298001,34-33N,125-53E,1,1
187,June,18,1942,6,1942-06-01,1,Sunday,1942-06-18,NISSAN MARU,Cargo,"6,537","51-58N, 177-40E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,51.58,177.4,3456.967792,51-58N,177-40E,1,1
188,October,18,1942,10,1942-10-01,1,Sunday,1942-10-18,HAKONESAN MARU,Cargo,"6,673","38-46N, 142-03E",United States,Submarine,Sunk,Maritime,Submarine,38.46,142.03,371.4045949,38-46N,142-03E,1,1
189,November,18,1942,11,1942-11-01,1,Sunday,1942-11-18,HAVANA MARU,Passenger-Cargo,"5,652","6-48S, 155-49E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-6.48,155.49,4971.615578,6-48S,155-49E,-1,1
190,September,19,1942,9,1942-09-01,1,Sunday,1942-09-19,SHIROGANE MARU,Passenger-Cargo,"3,130","6-33S, 156-05E",United States,Submarine,Sunk,Maritime,Submarine,-6.33,156.05,4975.592118,6-33S,156-05E,-1,1
191,December,20,1942,12,1942-12-01,1,Sunday,1942-12-20,I 4,Submarine,"1,995","5-02S, 152-33E",United States,Submarine,Sunk,Naval,Submarine,-5.02,152.33,4715.069686,5-02S,152-33E,-1,1
192,October,20,1942,10,1942-10-01,1,Sunday,1942-10-20,RYUNAN MARU,Cargo,"5,106","34-08N, 136-46E",United States,Submarine,Sunk,Maritime,Submarine,34.08,136.46,344.7148311,34-08N,136-46E,1,1
193,October,20,1942,10,1942-10-01,1,Sunday,1942-10-20,YAMAFUJI MARU,Cargo,"5,359","24-26N, 120-26E",United States,Submarine,Sunk,Maritime,Submarine,24.26,120.26,2255.265944,24-26N,120-26E,1,1
194,October,20,1942,10,1942-10-01,1,Sunday,1942-10-20,AFRICA MARU,Cargo,"9,475","24-26N, 120-26E",United States,Submarine,Sunk,Maritime,Submarine,24.26,120.26,2255.265944,24-26N,120-26E,1,1
195,December,20,1942,12,1942-12-01,1,Sunday,1942-12-20,UNKNOWN MARU,Cargo,"4,000","35-45N, 140-55E",United States,Navy Mine,Sunk,Maritime,Mine,35.45,140.55,82.23426067,35-45N,140-55E,1,1
196,February,21,1942,2,1942-02-01,1,Sunday,1942-02-21,SHOKYU MARU,Cargo,"4,434","32-10N, 126-28E",United States,Submarine,Sunk,Maritime,Submarine,32.1,126.28,1299.210546,32-10N,126-28E,1,1
197,June,21,1942,6,1942-06-01,1,Sunday,1942-06-21,KEIJO MARU,Converted Gunboat,"2,626","9-003, 160-00E",United States,Submarine,Sunk,Maritime,Submarine,-9,160,5406.301108,9-003,160-00E,-1,1
198,August,21,1942,8,1942-08-01,1,Sunday,1942-08-21,SHINSEI MARU NO 6,Passenger-Cargo,"4,928","6-45N, 158-10E",United States,Submarine,Sunk,Maritime,Submarine,6.45,158.1,3755.028564,6-45N,158-10E,1,1
199,September,21,1942,9,1942-09-01,1,Sunday,1942-09-21,TONE MARU,Cargo,"4,070","31-18N, 123-27E",United States,Submarine,Sunk,Maritime,Submarine,31.18,123.27,1601.697813,31-18N,123-27E,1,1
200,September,21,1942,9,1942-09-01,1,Sunday,1942-09-21,KOEI MARU,Converted Net Tender,863,"6-54N, 151-51E",United States,Submarine,Sunk,Maritime,Submarine,6.54,151.51,3458.518955,6-54N,151-51E,1,1
201,October,21,1942,10,1942-10-01,1,Sunday,1942-10-21,CHOKO MARU,Passenger-Cargo,"6,783","3-30S, 150-30E",United States,Submarine,Sunk,Maritime,Submarine,-3.3,150.3,4474.008302,3-30S,150-30E,-1,1
202,October,21,1942,10,1942-10-01,1,Sunday,1942-10-21,UNKNOWN MARU,Cargo,"4,000","27-03N, 122-42E",United States,Submarine,Sunk,Maritime,Submarine,27.03,122.42,1897.319399,27-03N,122-42E,1,1
203,October,21,1942,10,1942-10-01,1,Sunday,1942-10-21,NICHIHO MARU,Cargo,"6,363","27-03N, 122-42E",United States,Submarine,Sunk,Maritime,Submarine,27.03,122.42,1897.319399,27-03N,122-42E,1,1
204,December,22,1942,12,1942-12-01,1,Sunday,1942-12-22,PATROL BOAT NO 35,Old Destroyer,750,"5-05S, 156-04E",United States,Submarine,Sunk,Naval,Submarine,-5.05,156.04,4840.794276,5-05S,156-04E,-1,1
205,July,22,1942,7,1942-07-01,1,Sunday,1942-07-22,AYATOSAN MARU,Transport,"9,788","8-50S, 148-50E",United States Australian,Army Aircraft Aircraft,Sunk,Maritime,Army Aircraft,-8.5,148.5,4999.726926,8-50S,148-50E,-1,1
206,August,22,1942,8,1942-08-01,1,Sunday,1942-08-22,UNKNOWN MARU,Transport,"4,000","26-07N, 121-29E",United States,Submarine,Sunk,Maritime,Submarine,26.07,121.29,2050.740311,26-07N,121-29E,1,1
207,October,22,1942,10,1942-10-01,1,Sunday,1942-10-22,HAKKAISAN MARU,Converted Gunboat,"3,311","3-30S, 175-15E",United States,Surface Craft,Sunk,Maritime,Surface Craft,-3.3,175.15,5691.064547,3-30S,175-15E,-1,1
208,November,22,1942,11,1942-11-01,1,Sunday,1942-11-22,KHAI DINH,Cargo,"5,110","20-58N, 106-40E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,20.58,106.4,3646.145085,20-58N,106-40E,1,1
209,December,22,1942,12,1942-12-01,1,Sunday,1942-12-22,TEIFUKU MARU,Cargo,"5,198","34-52N, 139-49E",United States,Submarine,Sunk,Maritime,Submarine,34.52,139.49,131.3638442,34-52N,139-49E,1,1
210,April,23,1942,4,1942-04-01,1,Sunday,1942-04-23,UNKNOWN MARU,Trawler,"1,000","28-22N, 153-18E",United States,Submarine,Probably sunk,Maritime,Submarine,28.22,153.18,1517.448473,28-22N,153-18E,1,1
211,October,23,1942,10,1942-10-01,1,Sunday,1942-10-23,SEIKYO MARU,Converted Gunboat,"2,608","33-45N, 135-25E",United States,Submarine,Sunk,Maritime,Submarine,33.45,135.25,476.6873634,33-45N,135-25E,1,1
212,August,24,1942,8,1942-08-01,1,Sunday,1942-08-24,RYUJO,Light Aircraft Carrier,"8,500","6-20S, 160-50E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,-6.2,160.5,5140.635579,6-20S,160-50E,-1,1
213,November,24,1942,11,1942-11-01,1,Sunday,1942-11-24,HAYASHIO,Destroyer,"1,900","7-00S, 140-30E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,-7,140.3,4747.336676,7-00S,140-30E,-1,1
214,July,24,1942,7,1942-07-01,1,Sunday,1942-07-24,UNKNOWN MARU,Cargo,"1,500","45-05N, 147-27E",United States,Submarine,Sunk,Maritime,Submarine,45.05,147.27,1221.650266,45-05N,147-27E,1,1
215,August,24,1942,8,1942-08-01,1,Sunday,1942-08-24,CUBA MARU,Passenger-Cargo,"5,950","48-00N, 142-30E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,48,142.3,1385.554279,48-00N,142-30E,1,1
216,August,24,1942,8,1942-08-01,1,Sunday,1942-08-24,SEIKAI MARU,Passenger-Cargo,"3,109","38-12N, 141-30E",United States,Submarine,Sunk,Maritime,Submarine,38.12,141.3,305.7678447,38-12N,141-30E,1,1
217,October,24,1942,10,1942-10-01,1,Sunday,1942-10-24,KENUN MARU,Cargo,"4,643","41-24N, 141-50E",United States,Submarine,Sunk,Maritime,Submarine,41.24,141.5,636.8889359,41-24N,141-50E,1,1
218,December,24,1942,12,1942-12-01,1,Sunday,1942-12-24,TAMA MARU NO 2,Cargo,515,"6-15S, 150-10E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-6.15,150.1,4777.966074,6-15S,150-10E,-1,1
219,December,24,1942,12,1942-12-01,1,Sunday,1942-12-24,AMAKASU MARU NO 1,Converted Water carrier,"1,913","19-16N, 166-37E",United States,Submarine,Sunk,Maritime,Submarine,19.16,166.37,3193.413114,19-16N,166-37E,1,1
220,May,25,1942,5,1942-05-01,1,Sunday,1942-05-25,ASAHI,Repair Ship,"11,441","10-00N, 110-00E",United States,Submarine,Sunk,Naval,Submarine,10,110,4140.47903,10-00N,110-00E,1,1
221,June,25,1942,6,1942-06-01,1,Sunday,1942-06-25,YAMAKAZE,Destroyer,"1,580","34-34N, 140-26E",United States,Submarine,Sunk,Naval,Submarine,34.34,140.26,158.8337861,34-34N,140-26E,1,1
222,August,25,1942,8,1942-08-01,1,Sunday,1942-08-25,MUTSUKI,Destroyer,"1,500","7-47S, 160-13E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,-7.47,160.13,5254.449422,7-47S,160-13E,-1,1
223,October,25,1942,10,1942-10-01,1,Sunday,1942-10-25,YURA,Light Cruiser,"5,700","8-40S, 160-00E",United States,Army Aircraft Navy Land- Based Aircraft Marine Land- Based Aircraft,Sunk,Naval,Combination,-8.4,160,5344.515968,8-40S,160-00E,-1,1
224,December,25,1942,12,1942-12-01,1,Sunday,1942-12-25,I 22,Submarine,"2,180","8-32S, 148-17E",United States,Surface Craft,Sunk,Naval,Surface Craft,-8.32,148.17,4973.730208,8-32S,148-17E,-1,1
